COURSECODE,REVISIONCODE,SECTION,STUDYCODE,STUDENTCODE,CLASSCHECK,
SOC115,67,20,C,681107598,"P,,P,,P,,P,P,,,,P,,P,,,,",
HSC121,1,1,C,681107611,",,,,,,,,,,,,,,,,,",
HSC123,1,1,C,681107611,"P,P,P,P,P,P,P,P,,P,P,P,P,P,P,,,,",
HSC223,1,1,C,681107611,"P,P,P,P,P,P,P,P,P,,P,P,P,P,,,,",
HSC224,1,1,C,681107611,",,,,,,,,,,,,,,,,,",
HSC283,1,1,C,681107611,"P,P,P,P,,,,,,,,,,,,,,",
SOC116,1,1,C,681107611,"P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,",
COM101,1,20,C,681107687,"S,P,P,S,P,P,P,P,,,P,P,P,S,P,,,",
COM101,1,20,L,681107687,"S,P,P,S,,P,P,P,,,,P,,,,,,",
DCM102,1,20,C,681107687,"P,P,P,S,P,P,P,P,P,P,P,,,,,,,",
DCM201,1,20,C,681107687,"P,P,A,A,P,P,P,P,P,,S,L,P,P,P,,,,",
DCM202,1,20,C,681107687,"P,S,L,,L,A,A,P,,,L,P,L,P,P,P,,",
ENG102,1,20,C,681107687,",,,,,,,,,,,,,,,,,,",
SOC001,2,20,C,681107687,",P,A,A,P,P,,,,,,,,,,,,",
HSC121,1,1,C,681107718,",,,,,,,,,,,,,,,,,",
HSC123,1,1,C,681107718,"A,P,P,P,P,P,A,A,,P,P,P,P,P,P,,,,",
HSC223,1,1,C,681107718,"P,P,P,P,P,P,P,P,P,,P,P,A,P,,,,",
HSC224,1,1,C,681107718,",,,,,,,,,,,,,,,,,",
HSC283,1,1,C,681107718,"P,P,P,P,,,,,,,,,,,,,,",
SOC116,1,1,C,681107718,"P,P,P,P,P,S,P,A,P,P,P,P,P,P,P,,,",
HSC121,1,1,C,681107726,",,,,,,,,,,,,,,,,,",
HSC123,1,1,C,681107726,"P,P,P,P,P,P,P,P,,P,A,P,P,P,P,,,,",
HSC223,1,1,C,681107726,"P,P,P,P,P,P,P,P,P,,P,P,P,P,,,,",
HSC224,1,1,C,681107726,",,,,,,,,,,,,,,,,,",
HSC283,1,1,C,681107726,"P,P,P,P,,,,,,,,,,,,,,",
SOC116,1,1,C,681107726,"P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,,,",
HSC121,1,1,C,681107734,",,,,,,,,,,,,,,,,,",
HSC123,1,1,C,681107734,"P,P,P,P,P,P,P,P,,P,A,P,P,P,P,,,,",
HSC223,1,1,C,681107734,"P,P,P,P,P,P,P,P,P,,P,P,P,P,,,,",
HSC224,1,1,C,681107734,",,,,,,,,,,,,,,,,,",
HSC283,1,1,C,681107734,"P,P,P,P,,,,,,,,,,,,,,",
SOC116,1,1,C,681107734,"P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,",
HSC121,1,1,C,681107750,",,,,,,,,,,,,,,,,,",
HSC123,1,1,C,681107750,"P,P,P,P,P,P,P,P,,P,P,P,P,P,P,,,,",
HSC223,1,1,C,681107750,"P,P,P,P,P,P,P,P,P,,P,A,P,P,,,,",
HSC224,1,1,C,681107750,",,,,,,,,,,,,,,,,,",
HSC283,1,1,C,681107750,"P,P,P,P,,,,,,,,,,,,,,",
SOC116,1,1,C,681107750,"P,P,P,P,P,P,P,P,P,P,P,P,P,A,A,,,",
HSC121,1,1,C,681107768,",,,,,,,,,,,,,,,,,",
HSC123,1,1,C,681107768,"P,P,P,P,A,P,P,P,,P,P,S,P,P,P,,,,",
HSC223,1,1,C,681107768,"P,P,P,P,P,P,P,P,P,,P,P,P,P,,,,",
HSC224,1,1,C,681107768,",,,,,,,,,,,,,,,,,",
HSC283,1,1,C,681107768,"P,P,P,P,,,,,,,,,,,,,,",
SOC116,1,1,C,681107768,"P,P,P,P,P,P,L,P,P,P,P,S,P,S,S,,,",
HSC121,1,1,C,681107776,",,,,,,,,,,,,,,,,,",
HSC123,1,1,C,681107776,"P,P,P,P,P,P,P,P,,A,A,P,P,P,P,,,,",
HSC223,1,1,C,681107776,"P,P,P,P,P,P,P,P,P,,A,P,P,P,,,,",
HSC224,1,1,C,681107776,",,,,,,,,,,,,,,,,,",
HSC283,1,1,C,681107776,"P,P,P,P,,,,,,,,,,,,,,",
SOC116,1,1,C,681107776,"P,P,P,P,P,P,P,S,S,P,S,P,P,S,S,,,",
HSC121,1,1,C,681107784,",,,,,,,,,,,,,,,,,",
HSC123,1,1,C,681107784,"A,P,P,A,P,P,P,A,,P,P,P,P,P,P,,,,",
HSC223,1,1,C,681107784,"P,P,P,A,P,P,P,P,P,,A,P,P,P,,,,",
HSC224,1,1,C,681107784,",,,,,,,,,,,,,,,,,",
HSC283,1,1,C,681107784,"P,P,P,P,,,,,,,,,,,,,,",
SOC116,1,1,C,681107784,"P,P,S,P,P,P,L,P,P,L,P,P,P,A,A,,,",
PAD104,1,20,C,681107815,",,,,,,,,,,,,,,,,,",
PAD105,1,20,C,681107815,"P,P,P,,,,P,P,,P,P,P,,,P,,,",
PAD261,1,20,C,681107815,"P,P,P,,P,P,,P,,,P,P,,,P,,,,",
PHE156,1,20,C,681107815,",,,,,,,,,,,,,,,,,",
SOC001,1,21,C,681107815,",,P,P,,,,,,,,,,,,,,",
ACC101,1,20,C,681107873,"P,P,P,P,P,P,L,L,,,A,P,A,P,A,,,",
COM101,1,22,C,681107873,"P,P,P,A,L,P,A,L,,,A,A,P,A,P,P,,",
COM101,1,22,L,681107873,",,,,,,,,,,,,,,,,,",
ENG102,1,23,C,681107873,"P,P,P,S,P,P,S,P,,,S,S,P,P,P,P,,",
MGT202,3,20,C,681107873,"P,P,P,S,P,P,P,P,,,P,A,P,A,,P,,,",
MGT304,1,20,C,681107873,"A,P,P,P,,P,A,P,,A,P,P,P,P,,,,",
PAD104,1,20,C,681107912,",,,,,,,,,,,,,,,,,",
PAD105,1,20,C,681107912,"P,P,P,,,,P,P,,P,S,P,,,S,,,",
PAD261,1,20,C,681107912,"A,P,P,,P,P,,P,,,S,L,,,P,,,,",
PHE156,1,20,C,681107912,",,,,,,,,,,,,,,,,,",
SOC001,1,21,C,681107912,",,,P,,,,,,,,,,,,,,",
HSC121,1,1,C,681107938,",,,,,,,,,,,,,,,,,",
HSC123,1,1,C,681107938,"P,A,P,P,P,P,P,P,,P,A,P,A,P,P,,,,",
HSC223,1,1,C,681107938,"A,P,P,P,P,P,P,P,P,,P,P,P,P,,,,",
HSC224,1,1,C,681107938,",,,,,,,,,,,,,,,,,",
HSC283,1,1,C,681107938,"A,P,P,P,,,,,,,,,,,,,,",
SOC116,1,1,C,681107938,"P,P,P,P,P,P,P,S,P,P,P,P,P,P,P,,,",
HSC121,1,1,C,681107946,",,,,,,,,,,,,,,,,,",
HSC123,1,1,C,681107946,"P,P,P,P,P,P,P,P,,A,P,P,P,P,P,,,,",
HSC223,1,1,C,681107946,"P,P,P,P,P,P,P,P,P,,P,P,P,P,,,,",
HSC224,1,1,C,681107946,",,,,,,,,,,,,,,,,,",
HSC283,1,1,C,681107946,"P,P,P,P,,,,,,,,,,,,,,",
SOC116,1,1,C,681107946,"P,P,P,P,P,P,P,P,P,L,P,P,P,P,P,,,",
ENG102,1,20,C,681107970,",,,,,,,,,,,,,,,,,,",
LAW104,1,20,C,681107970,"P,P,S,P,P,P,P,P,P,P,P,P,,,,,,",
LAW231,2,20,C,681107970,"P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW232,2,20,C,681107970,"P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
PHE156,1,21,C,681107970,"A,P,P,P,P,P,P,P,,,P,,P,P,P,P,,",
SOC001,1,22,C,681107970,"P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,",
BUS202,68,20,C,681108031,"P,P,,L,,L,,P,,P,,,,,,L,,",
LSC111,68,20,C,681108031,",,,,,,,,,,,,,,,,,",
LSC112,68,20,C,681108031,"L,P,,P,,P,P,P,,,A,P,P,P,,P,,",
PHE156,67,22,C,681108031,"P,P,P,P,P,A,P,P,,,P,,A,P,P,P,,,",
HSC121,1,1,C,681108081,",,,,,,,,,,,,,,,,,",
HSC123,1,1,C,681108081,"P,P,P,P,P,P,P,P,,P,A,P,P,P,P,,,,",
HSC223,1,1,C,681108081,"P,P,P,P,P,P,P,P,P,,P,P,P,P,,,,",
HSC224,1,1,C,681108081,",,,,,,,,,,,,,,,,,",
HSC283,1,1,C,681108081,"P,P,P,A,,,,,,,,,,,,,,",
SOC116,1,1,C,681108081,"P,P,P,P,P,P,P,P,S,P,P,P,P,P,P,,,",
COM101,67,2,C,681108104,",,,,,,,,,,,,,,,,,",
COM101,67,2,L,681108104,",,,,,,,,,,,,,,,,,",
EDU191,67,1,C,681108104,"P,,,,,,,,,,,,,,,,,,",
ENG102,1,2,C,681108104,"P,A,,A,P,L,A,A,,,,,,,,A,,",
PES131,67,2,C,681108104,",,,,,,,,,,,,,,,,,,",
PES154,67,1,C,681108104,",,,,,,,,,,,,,,,,,",
PES224,67,1,C,681108104,"L,P,P,A,P,A,L,P,L,L,P,A,P,S,,,,",
PHE161,67,1,C,681108104,"P,P,P,A,A,P,P,A,,,,,,A,,,,",
SOC001,67,2,C,681108104,",,,,,,,,,,,,,,,,,",
HSC121,1,1,C,681108112,",,,,,,,,,,,,,,,,,",
HSC123,1,1,C,681108112,"P,P,P,P,P,P,P,P,,P,A,P,P,A,P,,,,",
HSC223,1,1,C,681108112,"P,P,P,P,P,P,P,P,P,,P,P,P,P,,,,",
HSC283,1,1,C,681108112,"P,P,P,A,,,,,,,,,,,,,,",
SOC116,1,1,C,681108112,"P,P,P,P,P,P,P,P,S,P,P,P,P,P,P,,,",
HSC121,1,1,C,681108120,",,,,,,,,,,,,,,,,,",
HSC123,1,1,C,681108120,"P,P,P,P,P,P,P,P,,P,P,P,P,P,P,,,,",
HSC223,1,1,C,681108120,"P,P,P,P,P,P,P,P,P,,P,P,P,P,,,,",
HSC224,1,1,C,681108120,",,,,,,,,,,,,,,,,,",
HSC283,1,1,C,681108120,"P,P,P,P,,,,,,,,,,,,,,",
SOC116,1,1,C,681108120,"P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,",
PAD104,1,20,C,681108146,",,,,,,,,,,,,,,,,,",
PAD105,1,20,C,681108146,"P,A,L,,,,,,,P,L,P,,,,,,",
PAD261,1,20,C,681108146,"A,P,P,,P,P,,P,,,P,P,,,,,,,",
PHE156,1,20,C,681108146,",,,,,,,,,,,,,,,,,",
SOC001,1,21,C,681108146,",,P,P,,,,,,,,,,,,,,",
PAD104,1,20,C,681108219,",,,,,,,,,,,,,,,,,",
PAD105,1,20,C,681108219,"A,P,A,,,,,,,P,A,A,,,,,,",
PAD261,1,20,C,681108219,"P,P,P,,P,P,,P,,,P,P,,,,,,,",
PHE156,1,20,C,681108219,",,,,,,,,,,,,,,,,,",
SOC001,1,21,C,681108219,",,P,A,,,,,,,,,,,,,,",
ACC101,1,20,C,681108235,"P,P,P,P,P,P,P,P,,,P,A,P,L,P,,,",
COM101,1,22,C,681108235,"P,P,P,P,P,L,A,A,,,P,S,A,A,A,P,,",
COM101,1,22,L,681108235,",,,,,,,,,,,,,,,,,",
ENG102,1,23,C,681108235,"P,P,P,P,P,P,S,,,,P,S,A,S,,P,,",
MAT101,1,20,C,681108235,"P,P,P,P,,,,,,,,,,,,,,,",
MGT202,3,20,C,681108235,"P,P,P,P,A,P,P,P,,,A,S,P,P,,A,,,",
PHE156,1,21,C,681108235,"P,P,P,P,P,P,A,P,,,P,,P,P,P,P,,",
SOC001,2,25,C,681108235,",,,,,,,,,,,,,,,,,",
PAD104,1,20,C,681108316,",,,,,,,,,,,,,,,,,",
PAD105,1,20,C,681108316,"P,P,P,,,,,P,,P,P,P,,,,,,",
PAD261,1,20,C,681108316,"A,P,P,,P,P,,P,,,P,P,,,,,,,",
PHE156,1,20,C,681108316,",,,,,,,,,,,,,,,,,",
SOC001,1,21,C,681108316,",,P,P,,,,,,,,,,,,,,",
ECO201,1,365,C,681108390,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,",
DBT201,1,65,C,681108390,"P,,P,,P,,P,,P,,,,P,,P,,",
DBT201,1,65,L,681108390,",,,,,,,,",
ENG102,1,20,C,681108413,",,,,,,,,,,,,,,,,,,",
LAW104,1,20,C,681108413,"S,P,S,S,P,P,P,P,P,P,S,P,,,,,,",
LAW231,2,20,C,681108413,"P,S,S,P,S,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW232,2,20,C,681108413,"P,P,S,P,S,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
PHE156,1,21,C,681108413,"A,P,P,P,P,A,P,P,,,P,,P,P,P,P,,",
SOC001,1,22,C,681108413,"P,P,P,S,P,P,P,P,P,P,P,P,P,,,,,",
COM101,1,20,C,681108421,"P,S,P,S,S,S,P,P,,,P,P,P,S,P,,,",
COM101,1,20,L,681108421,"P,S,P,S,,S,P,P,,,,P,,,,,,",
DCM102,1,20,C,681108421,"P,S,P,P,P,P,P,S,P,P,P,,,,,,,",
DCM201,1,20,C,681108421,"P,A,P,P,P,P,P,A,P,,L,L,L,P,P,,,,",
DCM202,1,20,C,681108421,"P,A,A,,A,A,L,L,,,L,S,S,P,L,P,,",
ENG102,1,20,C,681108421,",,,,,,,,,,,,,,,,,,",
SOC001,2,20,C,681108421,",P,A,P,P,P,,,,,,,,,,,,",
PES224,67,1,C,681108447,",,,,,,,,,,,,,,,,,",
COM101,1,4,C,681108544,",,,,,,,,,,,,,,,,,",
COM101,1,4,L,681108544,",,,,,,,,,,,,,,,,,",
ENG102,1,3,C,681108544,"P,P,P,P,P,P,P,A,,,P,P,P,P,,P,,",
ITD102,1,1,C,681108544,"P,P,S,S,L,P,P,P,,P,P,L,P,P,L,,,,",
ITD102,1,1,L,681108544,",,,,,,,,,,,,,,,,,,",
ITD211,1,1,C,681108544,"P,P,P,S,P,P,P,P,,,P,P,P,P,P,,,",
ITD470,1,1,C,681108544,"P,P,P,P,P,P,P,A,,,P,P,P,P,P,,,",
MAT201,1,1,C,681108544,"P,P,P,P,A,P,P,P,,,P,P,P,P,A,,,",
SOC001,2,5,C,681108544,"L,,,,P,P,,P,,,P,P,,P,A,,,",
PAD104,1,20,C,681108552,",,,,,,,,,,,,,,,,,",
PAD105,1,20,C,681108552,"A,A,L,,,,,,,P,S,P,,,,,,",
PAD261,1,20,C,681108552,"A,P,P,,,P,,A,,,S,P,,,P,,,,",
PHE156,1,20,C,681108552,",,,,,,,,,,,,,,,,,",
SOC001,1,21,C,681108552,",,P,P,,,,,,,,,,,,,,",
BUS202,68,20,C,681108641,",L,P,,,,P,L,,P,L,,,P,P,L,,",
LSC111,68,20,C,681108641,",,,,,,,,,,,,,,,,,",
LSC112,68,20,C,681108641,"A,P,,A,A,A,A,P,,,A,P,A,A,,A,,",
PHE156,67,22,C,681108641,"P,P,A,A,A,P,A,A,,,A,,A,A,A,A,,,",
COM101,1,4,C,681108659,",,,,,,,,,,,,,,,,,",
COM101,1,4,L,681108659,",,,,,,,,,,,,,,,,,",
ENG102,1,3,C,681108659,"P,P,P,A,A,P,P,P,,,P,P,P,P,,P,,",
ITD102,1,1,C,681108659,"P,P,P,P,P,P,P,P,,P,P,P,P,P,P,P,,,",
ITD102,1,1,L,681108659,",,,,,,,,,,,,,,,,,,",
ITD211,1,1,C,681108659,"P,P,P,P,P,P,P,P,,,P,P,P,P,P,,,",
ITD470,1,1,C,681108659,"P,P,P,P,P,P,P,P,,,P,P,P,P,P,,,",
MAT201,1,1,C,681108659,"P,P,P,P,P,P,P,P,,,P,P,A,A,P,,,",
SOC001,2,5,C,681108659,"P,,,,P,P,,P,,,P,P,,A,P,,,",
EDU191,67,1,C,681108675,",,,,,,,,,,,,,,,,,,",
ENG102,1,2,C,681108675,"P,,,,,,,,,,,,,,,,,",
PES154,67,1,C,681108675,",,,,,,,,,,,,,,,,,",
PES224,67,1,C,681108675,"P,P,A,L,A,A,A,A,,,,,,,,,,",
PHE161,67,1,C,681108675,"P,A,P,A,A,A,,,,,,,,,,,,",
SOC001,67,2,C,681108675,",,,,,,,,,,,,,,,,,",
BUS202,68,20,C,681108691,"P,P,P,P,,P,,P,,P,P,,,P,L,,,",
LSC111,68,20,C,681108691,",,,,,,,,,,,,,,,,,",
LSC112,68,20,C,681108691,"P,P,,P,,P,P,P,,,A,P,P,P,,P,,",
PHE156,67,22,C,681108691,"P,P,P,P,A,P,P,P,,,P,,A,P,P,P,,,",
COM101,67,2,C,681108722,",,,,,,,,,,,,,,,,,",
COM101,67,2,L,681108722,",,,,,,,,,,,,,,,,,",
EDU191,67,1,C,681108722,",,,,,,,,,,,,,,,,,,",
ENG102,1,2,C,681108722,"A,A,,A,A,A,A,A,,,,,,,,A,,",
PES131,67,2,C,681108722,",,,,,,,,,,,,,,,,,,",
PES154,67,1,C,681108722,",,,,,,,,,,,,,,,,,",
PES224,67,1,C,681108722,"A,A,A,L,A,A,A,A,A,A,A,A,P,A,,,,",
PHE161,67,1,C,681108722,"P,A,P,A,A,A,A,A,,,,,,P,,,,",
SOC001,67,2,C,681108722,",,,,,,,,,,,,,,,,,",
COM101,67,2,C,681108764,",,,,,,,,,,,,,,,,,",
COM101,67,2,L,681108764,",,,,,,,,,,,,,,,,,",
EDU191,67,1,C,681108764,",,,,,,,,,,,,,,,,,,",
ENG102,1,2,C,681108764,"A,L,,A,L,A,A,L,,,,,,,,A,,",
PES131,67,2,C,681108764,",,,,,,,,,,,,,,,,,,",
PES154,67,1,C,681108764,",,,,,,,,,,,,,,,,,",
PES224,67,1,C,681108764,"P,A,P,L,A,L,A,A,L,A,L,P,,,,,,",
PHE161,67,1,C,681108764,"A,P,P,P,A,A,A,P,,,,,,A,,,,",
SOC001,67,2,C,681108764,",,,,,,,,,,,,,,,,,",
ACC221,2,20,C,681108803,",,,,,,,,,,,,,,,,,",
ENG102,1,23,C,681108803,"P,L,P,P,P,P,S,P,,,P,,P,P,P,P,,",
MAT101,1,20,C,681108803,"P,P,P,S,,,,,,,,,,,,,,,",
PHE156,1,21,C,681108803,"A,P,P,P,P,A,P,P,,,A,,P,P,P,P,,",
SCI102,1,21,C,681108803,"S,S,,,,,,,,,,,,,,,,",
SOC001,2,23,C,681108803,",P,,,,P,,,,,,,,,,,,",
BUS202,68,20,C,681108853,"P,L,P,P,P,P,P,P,,P,P,P,,P,,P,,",
LSC111,68,20,C,681108853,",,,,,,,,,,,,,,,,,",
LSC112,68,20,C,681108853,"P,P,,P,,P,P,P,,,P,P,P,P,,P,,",
PHE156,67,22,C,681108853,"A,P,P,P,P,A,P,P,,,P,,P,P,P,P,,,",
COM101,1,3,C,681108879,"P,P,P,P,P,P,,,,,,,,,,,,",
COM101,1,3,L,681108879,"P,P,P,P,P,P,,,,,,,,,,,,",
DIMA106,1,1,C,681108879,"A,P,P,P,P,P,P,P,P,P,P,P,,,,,,",
DIMA106,1,1,L,681108879,",,,,,,,,,,,,,,,,,",
ENG102,1,3,C,681108879,"P,P,P,P,P,P,P,P,,,P,A,P,P,,P,,",
SOC001,2,4,C,681108879,",,,,,,,,,,,,,,,,,",
COM101,67,1,C,681108992,",,,,,,,,,,,P,P,,P,P,,",
COM101,67,1,L,681108992,",,,,,,,,,,,P,P,,P,P,,",
ECE232,67,1,C,681108992,"P,P,P,P,,,,,,,,,,,,,,,",
ECE339,67,1,C,681108992,",,P,,,,,,,,,,,,,,,",
EDU201,67,1,C,681108992,"P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,",
SOC112,67,1,C,681108992,"P,P,P,P,P,,P,P,,,P,P,P,P,P,P,,",
HCM212,67,365,C,681109029,"P,P,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
HCM223,67,65,C,681109029,"A,A,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LIB102,67,65,C,681109029,",,,,,,,,,,,,,,,,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,",
PHE156,67,66,C,681109029,",,,,,,,,",
COM101,67,1,C,681109100,",,,,,,,,,,,A,P,,P,P,,",
COM101,67,1,L,681109100,",,,,,,,,,,,A,P,,P,P,,",
ECE232,67,1,C,681109100,"P,P,P,P,,,,,,,,,,,,,,,",
ECE339,67,1,C,681109100,",,P,,,,,,,,,,,,,,,",
EDU201,67,1,C,681109100,"P,P,P,S,P,P,P,P,P,P,P,P,P,P,P,,,",
SOC112,67,1,C,681109100,"P,P,P,P,P,,P,P,,,A,P,P,P,P,P,,",
COM101,67,23,C,681109126,"P,P,P,P,P,P,P,P,,,P,P,P,P,A,,,",
COM101,67,23,L,681109126,",,,,,,,,,,,,,,,,,",
DBT201,67,20,C,681109126,"P,P,P,P,P,P,P,P,,,P,P,P,P,S,P,,",
DBT201,67,20,L,681109126,"P,P,P,S,P,P,P,P,,,P,P,P,P,S,P,,",
GBE311,67,20,C,681109126,",,,,,,,,,,,,,,,,,",
PHE156,67,23,C,681109126,"P,P,P,P,P,P,A,P,,,P,,P,P,A,P,,,",
ACC221,2,20,C,681109142,",,,,,,,,,,,,,,,,,",
ENG102,1,23,C,681109142,"P,S,P,P,P,P,P,S,,,P,,P,P,,,,",
MAT101,1,20,C,681109142,"P,S,S,S,,,,,,,,,,,,,,,",
PHE156,1,21,C,681109142,"A,A,P,P,A,P,P,P,,,A,,P,A,P,P,,",
SCI102,1,21,C,681109142,"S,S,,,,,,,,,,,,,,,,",
SOC001,2,23,C,681109142,",,,,P,P,,,,,,,,,,,,",
COM101,67,2,C,681109150,",,,,,,,,,,,,,,,,,",
COM101,67,2,L,681109150,",,,,,,,,,,,,,,,,,",
EDU191,67,1,C,681109150,",,,,,,,,,,,,,,,,,,",
ENG102,1,2,C,681109150,"A,A,,L,L,L,L,,,,,,,L,,L,,",
PES131,67,2,C,681109150,",,,,,,,,,,,,,,,,,,",
PES154,67,1,C,681109150,",,,,,,,,,,,,,,,,,",
PES224,67,1,C,681109150,"L,L,A,P,A,L,L,P,A,L,A,A,A,A,,,,",
PHE161,67,1,C,681109150,"A,P,P,A,A,P,A,A,,,,,,P,,,,",
SOC001,67,2,C,681109150,",,,,,,,,,,,,,,,,,",
COM101,67,2,C,681109168,",,,,,,,,,,,,,,,,,",
COM101,67,2,L,681109168,",,,,,,,,,,,,,,,,,",
EDU191,67,1,C,681109168,"P,,,,,,,,,,,,,,,,,,",
ENG102,1,2,C,681109168,"P,L,,A,L,A,A,A,,,,,,P,,L,,",
PES131,67,2,C,681109168,",,,,,,,,,,,,,,,,,,",
PES154,67,1,C,681109168,",,,,,,,,,,,,,,,,,",
PES224,67,1,C,681109168,"P,P,P,P,P,P,P,P,A,S,P,P,P,P,,,,",
PHE161,67,1,C,681109168,"P,P,P,P,P,P,A,A,,,,,,P,,,,",
SOC001,67,2,C,681109168,",,,,,,,,,,,,,,,,,",
PAD104,1,20,C,681109257,",,,,,,,,,,,,,,,,,",
PAD105,1,20,C,681109257,"A,P,A,,,,,,,P,A,A,,,,,,",
PAD261,1,20,C,681109257,"A,A,A,,A,,,A,,,A,A,,,,,,,",
PHE156,1,20,C,681109257,",,,,,,,,,,,,,,,,,",
SOC001,1,21,C,681109257,",,P,A,,,,,,,,,,,,,,",
PAD104,1,20,C,681109273,",,,,,,,,,,,,,,,,,",
PAD105,1,20,C,681109273,"P,A,A,,,,,,,,,,,,,,,",
PAD261,1,20,C,681109273,"A,P,A,,A,,,,,,,,,,,,,,",
PHE156,1,20,C,681109273,",,,,,,,,,,,,,,,,,",
SOC001,1,21,C,681109273,",,,A,,,,,,,,,,,,,,",
LIB102,2,375,C,651100825,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,P,P,,,,,,,,,,,,",
PHE156,1,375,C,651100825,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
SCI102,1,75,C,651100825,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW106,1,20,C,651100914,",,S,,P,,,,P,,P,,,,",
ACC495,1,20,C,651101041,",,,,,,,,,,,,,,,,,",
MAT203,1,20,C,651101041,"P,P,,P,P,P,P,P,,,P,P,P,P,P,,,",
MGT401,1,20,C,651101041,"P,P,,P,P,A,L,P,,,P,P,P,P,,P,,",
FDB311,1,20,C,651101211,"P,P,P,P,,,,,,,,,,,,,,",
FDB312,1,21,C,651101211,"P,P,S,P,P,P,P,P,,,P,P,P,P,P,,,,",
FDB337,1,21,L,651101211,",,,,,,,,,,,,,,,,,",
FDB345,1,20,C,651101211,",,,,,,,,,,,,,,,,,",
MAT100,1,20,C,651101261,"P,P,A,P,P,P,P,P,,,P,P,P,P,P,P,,",
MAT100,1,20,C,651101716,"P,P,P,P,P,P,P,P,,,P,P,A,P,P,P,,",
FDB339,1,65,C,651101821,"P,,P,,P,,P,,,,,,A,,P,,",
MDC333,1,20,C,651101821,"P,P,A,,,L,A,,,,,,L,P,P,P,,,",
MDC336,1,20,C,651101821,"S,A,P,P,A,P,A,P,,,A,P,P,P,,,,",
COM101,1,365,C,651102039,"S,P,,,,,,,,,,,,,",
COM101,1,365,L,651102039,",,,,,,,",
PAD105,1,20,C,651102039,"P,P,P,,,,P,P,,P,P,P,,,P,,,",
PAD371,2,20,C,651102039,"P,S,P,P,P,P,,P,,,P,P,A,A,P,,,",
PAD402,3,20,C,651102039,"L,P,P,P,P,S,P,P,,A,P,P,P,S,L,,,,",
PAD371,2,20,C,651102136,"P,P,P,P,P,S,,P,,,P,P,P,P,P,,,",
PAD402,3,20,C,651102136,"P,P,P,P,P,P,P,P,,P,P,P,P,P,P,,,,",
PAD427,2,20,C,651102136,"P,P,P,P,P,P,P,P,,,P,P,P,P,P,,,",
EDU412,2,2,C,651102291,",,,,,,,,,,,,,,,,,",
MAT100,1,20,C,651102461,"P,P,A,P,P,P,P,P,,,P,P,P,P,P,P,,",
MAT100,1,20,C,651102584,"P,P,P,P,P,P,P,P,,,P,P,A,P,P,A,,",
LAW106,1,20,C,651102704,",,P,,,,,,P,,P,,,,",
MGT681,3,1,C,661480162,",,,,,,,,,",
ACC332,3,50,C,662100058,"P,P,S,P,P,P,P,P,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC341,2,355,C,662100058,"A,,P,,,,,,,,,,,,",
ENG102,1,365,C,662100121,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW105,1,61,C,662100121,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW362,3,66,C,662100121,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW460,3,66,C,662100121,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ENG102,1,365,C,662100139,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW105,1,61,C,662100139,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW362,3,66,C,662100139,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW460,3,66,C,662100139,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ENG102,1,365,C,662100147,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
